Network: /home/center/CDCL-Marabou/resources/nnet/acasxu/ACASXU_experimental_v2a_2_8.nnet
Number of layers: 8. Input layer size: 5. Output layer size: 5. Number of ReLUs: 300
Total number of variables: 610
Property: /home/center/CDCL-Marabou/example/acas_property_1.txt

Engine::processInputQuery: Input query (before preprocessing): 305 equations, 610 variables
Engine::processInputQuery: Input query (after preprocessing): 605 equations, 895 variables

Input bounds:
	x0: [  0.6000,   0.6799] 
	x1: [ -0.5000,   0.5000] 
	x2: [ -0.5000,   0.5000] 
	x3: [  0.4500,   0.5000] 
	x4: [ -0.5000,  -0.4500] 

Running deeppoly!Intra dependency: (1, 3) inactive ==> (1, 8) active
(1, 24) : [-1.238027, 1.087306]
(1, 42) : [-2.713137, 0.164608]
Intra dependency: (1, 25) active ==> (1, 28) active
(1, 25) : [-0.851892, 0.162199]
(1, 28) : [-1.173716, 1.421369]
Intra dependency: (1, 25) active ==> (1, 36) active
(1, 25) : [-0.851892, 0.162199]
(1, 36) : [-0.783599, 1.091850]
Intra dependency: (1, 25) active ==> (1, 39) active
(1, 25) : [-0.851892, 0.162199]
(1, 39) : [-0.176444, 1.499933]
Intra dependency: (1, 27) inactive ==> (1, 49) inactive
(1, 27) : [-0.848627, 1.194546]
(1, 49) : [-0.628871, 0.210145]
Intra dependency: (1, 29) inactive ==> (1, 39) active
(1, 29) : [-0.431310, 1.185160]
(1, 39) : [-0.176444, 1.499933]
Intra dependency: (1, 29) inactive ==> (1, 42) inactive
(1, 29) : [-0.431310, 1.185160]
(1, 42) : [-2.713137, 0.164608]
Intra dependency: (1, 31) inactive ==> (1, 40) active
(1, 31) : [-1.431189, 0.099625]
(1, 40) : [-0.023383, 0.789132]
Intra dependency: (1, 32) active ==> (1, 40) active
(1, 32) : [-0.066217, 0.290315]
(1, 40) : [-0.023383, 0.789132]
Intra dependency: (1, 34) active ==> (1, 39) active
(1, 34) : [-0.281560, 0.611956]
(1, 39) : [-0.176444, 1.499933]
Intra dependency: (1, 39) inactive ==> (1, 43) inactive
(1, 39) : [-0.176444, 1.499933]
(1, 43) : [-1.052967, 1.083720]
Intra dependency: (1, 40) inactive ==> (1, 49) inactive
(1, 40) : [-0.023383, 0.789132]
(1, 49) : [-0.628871, 0.210145]
Using Gurobi to solve LP...
Branching heuristics set to LargestInterval
UNKNOWN EXIT CODE! (this should not happen)
